"asin","fnsku","product_name","fulfillment_center","country_code","longest_side","median_side","shortest_side","measurement_units","weight","weight_units","item_volume","volume_units","product_size_tier","average_quantity_on_hand","average_quantity_pending_removal","estimated_total_item_volume","month_of_charge","storage_rate","currency","estimated_monthly_storage_fee","dangerous_goods_storage_type","eligible_for_inventory_discount","qualifies_for_inventory_discount","total_incentive_fee_amount","breakdown_incentive_fee_amount","average_quantity_customer_orders"
"B07GLJ2YNF","X001X2JGO1","VNFLY Stormbreaker Keychain Axe Keychain Thor Hammer Keychain Hammer Key Ring (Silver)","ABQ1","US","5.55","3.98","1.61","inches","0.07","pounds","0.0206","cubic feet","Standard-Size","16.71","0.0","0.3432","2022-07","0.83","USD","0.2813","--","N","N","0.0","--","0.03"
"B07JVR33BL","X001X2K75D","VNFLY 4-Pack Baby Groot Keychain Groot Key Ring","ABQ1","US","5.24","3.62","0.98","inches","0.21","pounds","0.0108","cubic feet","Standard-Size","1.0","0.0","0.0105","2022-07","0.83","USD","0.0086","--","N","N","0.0","--","0.03"
"B07SC37NY5","X0026W1D9X","VNFLY Captain America Shield Keychain (Rotative Version)","ABQ1","US","4.29","3.31","0.75","inches","0.11","pounds","0.0062","cubic feet","Standard-Size","0.1","0.0","4.0E-4","2022-07","0.83","USD","3.0E-4","--","N","N","0.0","--","0.03"
"B07V1RBC2X","X0028O2PTV","VNFLY Mjolnir Keychain Bottle Opener, Thor Hammer Bottle Opener Keychain, Thor Keychain Beer Bottle Opener (Silver)","ABQ1","US","4.53","3.46","0.87","inches","0.09","pounds","0.0079","cubic feet","Standard-Size","0.06","0.0","3.0E-4","2022-07","0.83","USD","2.0E-4","--","N","N","0.0","--","0.03"
"B07XX7P9F6","X002BBZPYN","Nidavellir 2-Pack Mjolnir Bottle Opener Magnetic Thor Hammer Bottle Opener and Infinity Gauntlet Bottle Opener Keychain, Thor Beer Bottle Opener, Magnetic Bottle Opener for Refrigerator","ABQ1","US","6.46","5.28","2.2","inches","0.35","pounds","0.0434","cubic feet","Standard-Size","0.32","0.0","0.014","2022-07","0.83","USD","0.0115","--","N","N","0.0","--","0.0"
"B08CXG45F4","X002L0EXYR","365Home 2-Pack Stormbreaker Keychain Mjolnir Key Chain Thor Hammer Keychain Hammer Key Ring","ABQ1","US","5.7","4.6","1.0","inches","0.17","pounds","0.0152","cubic feet","Standard-Size","0.35","0.0","0.0044","2022-07","0.83","USD","0.0036","--","N","N","0.0","--","0.06"
"B09645ZK5B","X002WWX287","365Home Multifunction Barbecue Meat Skewer Machine BBQ Meat String Device Quick Portable Meat Skewer Box Easy Skewer Tools Kebab Maker BBQ Gadget and Flat Metal Kebab Skewers 12"", 10 Pcs","ABQ1","US","11.38","6.61","1.97","inches","0.55","pounds","0.0858","cubic feet","Standard-Size","0.06","0.0","0.0055","2022-07","0.83","USD","0.0045","--","N","N","0.0","--","0.0"
"B07RND7Q6Y","X00277ZSBB","VNFLY Captain America Shield Keychain (Shield)","ACY1","US","2.25","2.05","0.65","inches","0.09","pounds","0.0017","cubic feet","Standard-Size","0.03","0.0","1.0E-4","2022-07","0.83","USD","0.0","--","N","N","0.0","--","0.0"
"B07XX7TK7N","X002BC00R9","Nidavellir 2-Pack Infinity Gauntlet Bottle Opener Thanos Glove Bottle Opener Fist Beer Bottle Opener and Mjolnir Keychain Bottle Opener","ACY1","US","5.7","2.9","1.6","inches","0.55","pounds","0.0153","cubic feet","Standard-Size","1.0","0.0","0.0153","2022-07","0.83","USD","0.0126","--","N","N","0.0","--","0.0"
"B078HLG2B4","X002BCJO03","Bayram Thor Hammer Bottle Opener | Beer Opener Big Bar Wine Mjolnir Bronze 16.5x7cm (Bronze)","ACY1","US","8.46","4.88","2.01","inches","0.29","pounds","0.048","cubic feet","Standard-Size","1.0","0.0","0.048","2022-07","0.83","USD","0.0394","--","N","N","0.0","--","0.0"
"B07Y8CDXX7","X002BMAK6F","365Home 3-Pack Nano Gauntlet Keychain Infinity Gauntlet Keychain Mjolnir Key Chain Thor Hammer Keychain Key Ring","ACY1","US","5.16","4.65","1.22","inches","0.04","pounds","0.0169","cubic feet","Standard-Size","0.58","0.0","0.0098","2022-07","0.83","USD","0.0081","--","N","N","0.0","--","0.0"
"B09LCPZDBY","X0032LHFBH","365Home Bamboo Silverware Organizer Flatware Utensil Caddy Bamboo Utensil Holder Wooden Cutlery Holder with Bamboo Tray for Kitchen Countertop Farmhouse (Forks, Knives, Spoons, Spoons)","ACY1","US","15.16","6.34","4.88","inches","2.05","pounds","0.2714","cubic feet","Standard-Size","2.32","0.0","0.6304","2022-07","0.83","USD","0.52","--","N","N","0.0","--","0.0"
"B07JVR33BL","X001X2K75D","VNFLY 4-Pack Baby Groot Keychain Groot Key Ring","AFW1","US","5.24","3.62","0.98","inches","0.21","pounds","0.0108","cubic feet","Standard-Size","1.0","0.0","0.0108","2022-07","0.83","USD","0.009","--","N","N","0.0","--","0.0"
"B07JVS7RTP","X001X335EH","VNFLY Baby Groot Keychain Groot Key Ring (2 x 1.23 inches)","AFW1","US","3.82","1.93","1.89","inches","0.05","pounds","0.0081","cubic feet","Standard-Size","6.0","0.0","0.0484","2022-07","0.83","USD","0.0402","--","N","N","0.0","--","0.0"
"B07JCQ6BBC","X001X3C7U5","VNFLY Baby Groot Keychain Groot Key Ring (1.8 x 1.27 inches)","AFW1","US","2.8","2.68","1.18","inches","0.04","pounds","0.0051","cubic feet","Standard-Size","47.13","0.0","0.2412","2022-07","0.83","USD","0.2002","--","N","N","0.0","--","0.06"
"B07JVSHB8Z","X001X4V63D","VNFLY Baby Groot Keychain Groot Key Ring (2 x 1.19 inches)","AFW1","US","2.0","1.0","1.0","inches","0.05","pounds","0.0012","cubic feet","Standard-Size","4.35","0.0","0.005","2022-07","0.83","USD","0.0042","--","N","N","0.0","--","0.0"
"B07KX5LWHM","X001YSJJJB","VNFLY 2-Pack Rocket Pens, 4-Color Ballpoint Pen, Fat Pens, Jumbo Pens with Rubber Grip (Silver & Blue)","AFW1","US","6.22","3.9","1.14","inches","0.18","pounds","0.016","cubic feet","Standard-Size","0.45","0.0","0.0067","2022-07","0.83","USD","0.0056","--","N","N","0.0","--","0.03"
"B07KX5V1LC","X001YUO5YX","VNFLY 2-Pack Rocket Pens, 4-Color Ballpoint Pen, Fat Pens, Jumbo Pens with Rubber Grip (Blue)","AFW1","US","5.05","4.0","1.02","inches","0.1","pounds","0.0119","cubic feet","Standard-Size","1.0","0.0","0.0119","2022-07","0.83","USD","0.0099","--","N","N","0.0","--","0.0"
"B07RYPBYPV","X0026HUHVX","VNFLY Mjolnir Bottle Opener, Magnetic Thor Hammer Bottle Opener, Thor Beer Bottle Opener, Magnetic Bottle Opener for Refrigerator (Silver)","AFW1","US","6.69","3.82","2.2","inches","0.35","pounds","0.0325","cubic feet","Standard-Size","11.0","0.0","0.3579","2022-07","0.83","USD","0.2971","--","N","N","0.0","--","0.0"
"B07RND7Q6Y","X00277ZSBB","VNFLY Captain America Shield Keychain (Shield)","AFW1","US","2.25","2.05","0.65","inches","0.09","pounds","0.0017","cubic feet","Standard-Size","0.61","0.0","0.0011","2022-07","0.83","USD","9.0E-4","--","N","N","0.0","--","0.0"
"B07V27BG9M","X0028ME04L","Nidavellir 2-Pack Mjolnir Keychain Bottle Opener, Thor Hammer Bottle Opener Keychain, Thor Keychain Beer Bottle Opener (Silver & Bronze)","AFW1","US","4.96","3.43","1.14","inches","0.2","pounds","0.0112","cubic feet","Standard-Size","0.81","0.0","0.0087","2022-07","0.83","USD","0.0072","--","N","N","0.0","--","0.03"
"B07V278VJ1","X0028N5BQ1","Nidavellir Mjolnir Keychain Bottle Opener, Thor Hammer Bottle Opener Keychain, Thor Bottle Opener Keychain (Silver)","AFW1","US","3.2","1.8","0.04","inches","0.5","pounds","1.0E-4","cubic feet","Standard-Size","1.0","0.0","1.0E-4","2022-07","0.83","USD","1.0E-4","--","N","N","0.0","--","0.0"
"B07XM2WL3W","X002BBZ4MB","Nidavellir 2-Pack Infinity Gauntlet Bottle Opener Thanos Glove Bottle Opener Fist Beer Bottle Opener and Infinity Gauntlet Keychain Bottle Opener","AFW1","US","5.9","3.6","2.6","inches","0.6","pounds","0.032","cubic feet","Standard-Size","0.35","0.0","0.0113","2022-07","0.83","USD","0.0094","--","N","N","0.0","--","0.0"
"B07XX7P9F6","X002BBZPYN","Nidavellir 2-Pack Mjolnir Bottle Opener Magnetic Thor Hammer Bottle Opener and Infinity Gauntlet Bottle Opener Keychain, Thor Beer Bottle Opener, Magnetic Bottle Opener for Refrigerator","AFW1","US","6.46","5.28","2.2","inches","0.35","pounds","0.0434","cubic feet","Standard-Size","2.0","0.0","0.0869","2022-07","0.83","USD","0.0721","--","N","N","0.0","--","0.0"
"B07XX7TK7N","X002BC00R9","Nidavellir 2-Pack Infinity Gauntlet Bottle Opener Thanos Glove Bottle Opener Fist Beer Bottle Opener and Mjolnir Keychain Bottle Opener","AFW1","US","5.7","2.9","1.6","inches","0.55","pounds","0.0153","cubic feet","Standard-Size","0.68","0.0","0.0104","2022-07","0.83","USD","0.0086","--","N","N","0.0","--","0.0"
"B07XX87R29","X002BC0MTF","Nidavellir 2-Pack Mjolnir Bottle Opener Magnetic Thor Hammer Bottle Opener and Mjolnir Keychain Bottle Opener, Thor Beer Bottle Opener, Magnetic Bottle Opener for Refrigerator","AFW1","US","6.77","4.29","2.05","inches","0.37","pounds","0.0345","cubic feet","Standard-Size","0.77","0.0","0.0267","2022-07","0.83","USD","0.0221","--","N","N","0.0","--","0.0"
"B07GS5JQTS","X002BCLJ7T","UMIWE Creative Multipurpose Thanos Gauntlet Glove Beer Bottle Opener Beer Best Gifts for Men, Husband, Dad, Grandpa, Boyfriend","AFW1","US","5.5","3.2","2.5","inches","0.35","pounds","0.0255","cubic feet","Standard-Size","1.61","0.0","0.0411","2022-07","0.83","USD","0.0341","--","N","N","0.0","--","0.0"
"B07XYYC3FV","X002BETBI1","365Home 2-Pack New Home New Adventures Keychain Housewarming Gift New Home Gift Realtor Closing Gifts","AFW1","US","3.9","1.85","0.47","inches","0.07","pounds","0.002","cubic feet","Standard-Size","1.0","0.0","0.002","2022-07","0.83","USD","0.0016","--","N","N","0.0","--","0.0"
"B07Y2C5KM3","X002BGVME5","365Home 3-Pack Stormbreaker Keychain Infinity Gauntlet Keychain Mjolnir Key Chain Thor Hammer Keychain Key Ring","AFW1","US","5.08","3.31","0.94","inches","0.28","pounds","0.0092","cubic feet","Standard-Size","1.0","0.0","0.0092","2022-07","0.83","USD","0.0076","--","N","N","0.0","--","0.0"
"B07Y8CDXX7","X002BMAK6F","365Home 3-Pack Nano Gauntlet Keychain Infinity Gauntlet Keychain Mjolnir Key Chain Thor Hammer Keychain Key Ring","AFW1","US","5.16","4.65","1.22","inches","0.04","pounds","0.0169","cubic feet","Standard-Size","1.0","0.0","0.0169","2022-07","0.83","USD","0.0141","--","N","N","0.0","--","0.0"
"B084Z4Y8ZY","X002GW0GM3","365Home 2-Pack Our First Home 2022 Keychain Housewarming Gift New Home Gift Realtor Closing Gifts (Our First Home 2)","AFW1","US","3.0","2.0","0.2","inches","0.2","pounds","7.0E-4","cubic feet","Standard-Size","48.94","0.0","0.0339","2022-07","0.83","USD","0.0282","--","N","N","0.0","--","0.06"
"B085KZBCLD","X002HF7C9J","365Home Mjolnir Keychain Thor Hammer Keychain Hammer Key Ring (Bronze)","AFW1","US","4.49","3.35","0.75","inches","0.2","pounds","0.0065","cubic feet","Standard-Size","44.61","0.0","0.2913","2022-07","0.83","USD","0.2417","--","N","N","0.0","--","0.0"
"B085L7PY6Z","X002HF85EP","365Home Mjolnir Keychain Thor Hammer Keychain Hammer Key Ring (Silver)","AFW1","US","3.15","1.89","1.02","inches","0.2","pounds","0.0035","cubic feet","Standard-Size","33.77","0.0","0.1187","2022-07","0.83","USD","0.0985","--","N","N","0.0","--","0.0"
"B08CXG45F4","X002L0EXYR","365Home 2-Pack Stormbreaker Keychain Mjolnir Key Chain Thor Hammer Keychain Hammer Key Ring","AFW1","US","5.7","4.6","1.0","inches","0.17","pounds","0.0152","cubic feet","Standard-Size","0.23","0.0","0.0029","2022-07","0.83","USD","0.0024","--","N","N","0.0","--","0.03"
"B08HWTQCLL","X002NATMU5","Nidavellir Captain America Keychain Bottle Opener, Shield Bottle Opener Keychain, Captain America Shield Keychain Bottle Opener Shield Key Ring (Bronze)","AFW1","US","2.28","1.73","0.55","inches","0.04","pounds","0.0013","cubic feet","Standard-Size","1.0","0.0","0.0013","2022-07","0.83","USD","0.001","--","N","N","0.0","--","0.0"
"B08XWY4F7C","X002TM7I8Z","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (1 Black & 1 White)","AFW1","US","6.97","4.06","2.83","inches","0.15","pounds","0.0463","cubic feet","Standard-Size","4.0","0.0","0.1854","2022-07","0.83","USD","0.1539","--","N","N","0.0","--","0.0"
"B08XWYPR76","X002TMOWQB","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (1 Black)","AFW1","US","4.61","3.58","1.77","inches","0.04","pounds","0.0169","cubic feet","Standard-Size","0.77","0.0","0.0131","2022-07","0.83","USD","0.0109","--","N","N","0.0","--","0.0"
"B08Y5PSHJ9","X002TPQ8ZL","365Home Multifunction Barbecue Meat Skewer Machine BBQ Meat String Device Quick Portable Meat Skewer Box Easy Skewer Tools Kebab Maker BBQ Gadget","AFW1","US","7.4","5.24","1.61","inches","0.24","pounds","0.0361","cubic feet","Standard-Size","0.42","0.0","0.0152","2022-07","0.83","USD","0.0126","--","N","N","0.0","--","0.0"
"B08ZN9NFPK","X002UDBVHH","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (2 White)","AFW1","US","6.26","4.41","2.64","inches","0.26","pounds","0.0422","cubic feet","Standard-Size","21.0","0.0","0.8857","2022-07","0.83","USD","0.7346","--","N","N","0.0","--","0.0"
"B08ZNH2YZW","X002UDI1W5","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (2 Black & 2 White)","AFW1","US","7.72","5.28","2.6","inches","0.31","pounds","0.0613","cubic feet","Standard-Size","1.0","0.0","0.0613","2022-07","0.83","USD","0.0509","--","N","N","0.0","--","0.0"
"B08ZNJQ2CN","X002UDIWNX","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (3 Black)","AFW1","US","8.9","5.24","2.83","inches","0.33","pounds","0.0764","cubic feet","Standard-Size","1.0","0.0","0.0764","2022-07","0.83","USD","0.0634","--","N","N","0.0","--","0.0"
"B09FPZNRX9","X0030CGYG5","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (2 Blacks)","AFW1","US","4.88","3.62","2.8","inches","0.13","pounds","0.0286","cubic feet","Standard-Size","1.0","0.0","0.0286","2022-07","0.83","USD","0.0238","--","N","N","0.0","--","0.0"
"B09HVB5BCC","X0031GQM0D","VNFLY Captain America Shield Keychain and Mjolnir Keychain Thor Hammer Keychain","AFW1","US","5.63","3.86","0.83","inches","0.29","pounds","0.0104","cubic feet","Standard-Size","16.06","0.0","0.1677","2022-07","0.83","USD","0.1392","--","N","N","0.0","--","0.0"
