"date/time","settlement id","type","order id","sku","description","quantity","marketplace","account type","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","giftwrap credits tax","Regulatory Fee","Tax On Regulatory Fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"Oct 1, 2023 2:05:00 AM PDT","18800587351","Order","112-7748742-6217038","2pack-chargerprotector-white&gray","365Home 2-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 1","1","amazon.com","Standard Orders","Amazon","OVIEDO","FL","32765-6040","MarketplaceFacilitator","8.99","0.63","0","0","0","0","0","0","0","0","-0.63","-1.35","-3.09","0","0","4.55"
"Oct 1, 2023 2:20:23 AM PDT","18800587351","Adjustment","","ZW-QWQO-GLBK","FBA Inventory Reimbursement - Damaged:Warehouse","1","","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.85","14.85"
"Oct 1, 2023 2:28:08 AM PDT","18800587351","Order","111-8235192-4682656","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 C","1","amazon.com","Standard Orders","Amazon","LOS GATOS","CA","95030-6122","MarketplaceFacilitator","9.99","0.92","0","0","0","0","0","0","0","0","-0.92","-1.50","-3.47","0","0","5.02"
"Oct 1, 2023 2:29:20 AM PDT","18800587351","Order","114-2197311-5297860","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 C","1","amazon.com","Standard Orders","Amazon","NORTH ATTLEBORO","MA","02760-4673","MarketplaceFacilitator","9.99","0.62","0","0","0","0","0","0","0","0","-0.62","-1.50","-3.47","0","0","5.02"
"Oct 1, 2023 2:31:25 AM PDT","18800587351","FBA Customer Return Fee","112-1796509-2182665","X0032LIU4D","FBA Customer Return Per Unit Fee","","Amazon.com","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oct 1, 2023 2:37:53 AM PDT","18800587351","Order","112-0632844-7534631","UU-YNVS-R3DV","Nidavellir 2-Pack Fist Beer Opener and Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","1","amazon.com","Standard Orders","Amazon","BRIGHAM CITY","UT","84302-3025","MarketplaceFacilitator","14.99","1.00","0","0","0","0","0","0","0","0","-1.00","-2.25","-4.24","0","0","8.50"
"Oct 1, 2023 2:41:02 AM PDT","18800587351","Order","112-2838999-5982648","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 C","1","amazon.com","Standard Orders","Amazon","PINEVILLE","NC","28134-7324","MarketplaceFacilitator","9.99","0.72","1.49","0","0","0","0","0","-1.49","0","-0.72","-1.50","-3.47","0","0","5.02"
"Oct 1, 2023 2:44:11 AM PDT","18800587351","Order","114-5373482-3069041","Sport-bag-2pcs","VNFLY 2-Pack Upgrade Water Bottle Pouch for Stanley, Tumbler Pouch with Pocket for Stanley Fanny Pack 18 to 40 oz, Stanley Cup Pouch with Silicone Spi","1","amazon.com","Standard Orders","Amazon","Medford","Or","97501","","14.99","0","0","0","0","0","0","0","0","0","0","-2.25","-4.24","0","0","8.50"
"Oct 1, 2023 3:05:48 AM PDT","18800587351","Order","112-0769782-4722624","C5-3MBH-AW2X","365Home Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Red Copper)","1","amazon.com","Standard Orders","Amazon","HOUSTON","TX","77045-3604","MarketplaceFacilitator","9.99","0.82","0","0","0","0","0","0","0","0","-0.82","-1.50","-3.09","0","0","5.40"
"Oct 1, 2023 3:13:14 AM PDT","18800587351","Order","113-0723891-6449044","G8-CO5L-EOL6","365Home Metal Hammer Keychain Hammer Key Ring, Cool Gifts for Men, Husband, Boyfriend (Silver)","1","amazon.com","Standard Orders","Amazon","TINLEY PARK","IL","60477-1958","MarketplaceFacilitator","8.99","0.88","0","0","0","0","0","0","0","0","-0.88","-1.35","-3.09","0","0","4.55"
"Oct 1, 2023 3:17:35 AM PDT","18800587351","Adjustment","112-4481828-2647436","4pack-chargerprotector","FBA Inventory Reimbursement - Customer Return","1","","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.93","4.93"
"Oct 1, 2023 3:32:21 AM PDT","18800587351","Order","111-8740125-7700228","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips","1","amazon.com","Standard Orders","Amazon","CHICAGO","IL","60641-3223","MarketplaceFacilitator","8.99","0.92","0","0","0","0","0","0","0","0","-0.92","-1.35","-3.47","0","0","4.17"
"Oct 1, 2023 4:01:18 AM PDT","18800587351","Order","112-9540313-6013042","UV-T1KY-367W","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks","1","amazon.com","Standard Orders","Amazon","ELON","NC","27244-7671","MarketplaceFacilitator","7.99","0.54","0","0","0","0","0","0","0","0","-0.54","-1.20","-3.31","0","0","3.48"
"Oct 1, 2023 5:06:13 AM PDT","18800587351","Order","111-8246720-4060242","ZW-QWQO-GLBK","365Home Bamboo Silverware Organizer Countertop, Flatware Caddy, Bamboo Utensil Holder for Party, Kitchen Table, Farmhouse","1","amazon.com","Standard Orders","Amazon","Oviedo","FL","32766","MarketplaceFacilitator","22.49","1.57","0","0","0","0","0","0","0","0","-1.57","-3.37","-6.39","0","0","12.73"
"Oct 1, 2023 5:53:13 AM PDT","18800587351","FBA Customer Return Fee","114-1785249-2383436","X003KD97CR","FBA Customer Return Per Unit Fee","","Amazon.com","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oct 1, 2023 6:05:13 AM PDT","18800587351","Order","111-8745084-4939402","BE-W3LE-59Z4","1TO3GO?Upgrade? Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","1","amazon.com","Standard Orders","Amazon","MILFORD","ME","04461-3519","MarketplaceFacilitator","11.99","0.66","0","0","0","0","0","0","0","0","-0.66","-1.80","-4.08","0","0","6.11"
"Oct 1, 2023 7:22:30 AM PDT","18800587351","Order","113-3090021-1292260","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips","1","amazon.com","Standard Orders","Amazon","FREELAND","WA","98249-9626","MarketplaceFacilitator","8.99","0.79","0","0","0","0","0","0","0","0","-0.79","-1.35","-3.47","0","0","4.17"
"Oct 1, 2023 7:32:57 AM PDT","18800587351","Order","111-5762568-9077044","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 C","1","amazon.com","Standard Orders","Amazon","RACINE","WI","53403-2505","MarketplaceFacilitator","9.99","0.50","0","0","0","0","0","0","0","0","-0.50","-1.50","-3.47","0","0","5.02"
"Oct 1, 2023 7:54:46 AM PDT","18800587351","FBA Customer Return Fee","111-3617498-6818663","X003KD711B","FBA Customer Return Per Unit Fee","","Amazon.com","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oct 1, 2023 8:02:24 AM PDT","18800587351","Order","113-3029873-1496249","BE-W3LE-59Z4","1TO3GO?Upgrade? Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","1","amazon.com","Standard Orders","Amazon","HILLSBORO","MO","63050-4011","MarketplaceFacilitator","11.99","0.51","0","0","0","0","0","0","0","0","-0.51","-1.80","-4.08","0","0","6.11"
"Oct 1, 2023 8:04:31 AM PDT","18800587351","Order","114-6681227-0780234","QU-OIBP-7Y5B","365Home 2-Pack Glove Keychain, Cool Gifts for Men, Husband, Boyfriend","1","amazon.com","Standard Orders","Amazon","GLADSTONE","OR","97027-2136","","9.99","0","0","0","0","0","0","0","0","0","0","-1.50","-3.09","0","0","5.40"
"Oct 1, 2023 8:30:55 AM PDT","18800587351","Order","112-0010574-6354663","9K-FBJO-XTOF","1TO3GO Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Blue)","1","amazon.com","Standard Orders","Amazon","LIVINGSTON","LA","70754-4536","MarketplaceFacilitator","11.99","1.01","0","0","0","0","0","0","0","0","-1.01","-1.80","-4.08","0","0","6.11"
"Oct 1, 2023 8:33:04 AM PDT","18800587351","Adjustment","","ZW-QWQO-GLBK","FBA Inventory Reimbursement - General Adjustment","1","","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-14.85","-14.85"
"Oct 1, 2023 8:53:18 AM PDT","18800587351","Order","111-0377850-3208208","T6-TSEL-DO36","Nidavellir Shield Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Silver)","1","amazon.com","Standard Orders","Amazon","ATLANTIC CITY","NJ","08401-6403","MarketplaceFacilitator","9.99","0.66","0.06","0","0","0","0","0","0","0","-0.66","-1.50","-2.51","0","0","6.04"
"Oct 1, 2023 9:08:27 AM PDT","18800587351","Order","113-7167159-7246638","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 C","1","amazon.com","Standard Orders","Amazon","SAPULPA","OK","74066-9308","MarketplaceFacilitator","9.99","0.97","1.00","0","0","0","0","0","-1.00","0","-0.97","-1.50","-3.47","0","0","5.02"
"Oct 1, 2023 9:22:03 AM PDT","18800587351","Order","111-2105731-2087418","Sport-Roller-3pcs","VNFLY Ab Roller Automatic Rebound Abdominal Wheel Kit, Abs Workout Equipment, Ab Wheel Roller for Core Workout with 2 Knee Pads, 2 Push-up Bars, 2 Res","1","amazon.com","Standard Orders","Amazon","BRIDGETON","MO","63044-4015","MarketplaceFacilitator","29.99","1.64","6.99","0.38","0","0","0","0","0","0","-2.02","-4.50","-6.99","0","0","25.49"
"Oct 1, 2023 10:02:25 AM PDT","18800587351","Refund","113-4950601-0267453","9K-FBJO-XTOF","1TO3GO Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Blue)","1","amazon.com","Standard Orders","Amazon","GOLDEN","CO","80401-5231","MarketplaceFacilitator","-11.99","-0.54","0","0","0","0","0","0","0","0","0.54","1.44","0","0","0","-10.55"
"Oct 1, 2023 10:18:21 AM PDT","18800587351","Order","111-1876674-6895455","4U-GGNP-22F6","1TO3GO Pet Grooming Gloves Pet Hair Remover Cat, Dog Washing Gloves Silicone Heat Resistant Cleaning Gloves with High-Density Teeth Grooming Gloves fo","1","amazon.com","Standard Orders","Amazon","SANTA CLARA","CA","95051-2702","MarketplaceFacilitator","12.99","1.19","0","0","0","0","0","0","0","0","-1.19","-1.95","-4.24","0","0","6.80"
"Oct 1, 2023 10:22:49 AM PDT","18800587351","Order","111-0812778-3881039","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips","1","amazon.com","Standard Orders","Amazon","TULLAHOMA","TN","37388-2817","MarketplaceFacilitator","8.99","0.88","0","0","0","0","0","0","0","0","-0.88","-1.35","-3.47","0","0","4.17"
"Oct 1, 2023 10:54:22 AM PDT","18800587351","Adjustment","112-0969718-2621028","10-Pack-Adhesive punch","FBA Inventory Reimbursement - Customer Service Issue","1","","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.70","4.70"
"Oct 1, 2023 11:18:37 AM PDT","18800587351","Order","111-0367896-1849076","OO-7IRG-7LLM","VNFLY 4-Pack Cute Keychain Lovely Animal Characters, Mini Figure Collection Playset, Plant Pot Decoration, Cake Topper Decoration","1","amazon.com","Standard Orders","Amazon","LAS VEGAS","NV","89119-4576","MarketplaceFacilitator","9.99","0.84","0","0","0","0","0","0","0","0","-0.84","-1.50","-3.09","0","0","5.40"
"Oct 1, 2023 11:37:12 AM PDT","18800587351","Order","112-6160664-6148212","MK-ILTU-2KQK","Nidavellir 2-Pack Magnetic Hammer Shaped Beer Opener and Bronze Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa","1","amazon.com","Standard Orders","Amazon","SCOTTSDALE","AZ","85260-3844","MarketplaceFacilitator","13.99","1.13","0","0","0","0","0","0","0","0","-1.13","-2.10","-4.24","0","0","7.65"
"Oct 1, 2023 12:02:02 PM PDT","18800587351","Order","112-5583798-9201012","Template-set3","365Home Bowl Cozy Template 3 Sizes, Bowl Cozy Pattern Template Cutting Ruler Set with 40 Pcs of Sewing Pin and Manual Instruction","1","amazon.com","Standard Orders","Amazon","TOOL","TX","75143-8450","MarketplaceFacilitator","11.99","0.99","0","0","0","0","0","0","0","0","-0.99","-1.80","-3.58","0","0","6.61"
"Oct 1, 2023 12:15:16 PM PDT","18800587351","Order","111-0083378-2923446","Sport-Roller-3pcs","VNFLY Ab Roller Automatic Rebound Abdominal Wheel Kit, Abs Workout Equipment, Ab Wheel Roller for Core Workout with 2 Knee Pads, 2 Push-up Bars, 2 Res","1","amazon.com","Standard Orders","Amazon","LOS ANGELES","CA","90037-2701","MarketplaceFacilitator","34.99","3.32","0","0","0","0","0","0","0","0","-3.32","-5.25","0","0","0","29.74"
"Oct 1, 2023 12:23:24 PM PDT","18800587351","Refund","114-1498836-1018640","XL-RPK0-R1MV","Nidavellir 2-Pack Hammer Keychain Bottle Opener and Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","1","amazon.com","Standard Orders","Amazon","THEODORE","AL","36582-2313","MarketplaceFacilitator","0","0","-6.99","-0.56","0","0","0","0","0","0","0.56","0","6.99","0","0","0"
"Oct 1, 2023 12:58:25 PM PDT","18800587351","FBA Customer Return Fee","114-3148947-7651454","X003U2V3NT","FBA Customer Return Per Unit Fee","","Amazon.com","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oct 1, 2023 1:03:37 PM PDT","18800587351","Order","113-9742670-1278603","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips","1","amazon.com","Standard Orders","Amazon","LONGMONT","CO","80504-6712","MarketplaceFacilitator","8.99","0.58","1.50","0","0","0","0","0","-1.50","0","-0.58","-1.35","-3.47","0","0","4.17"
"Oct 1, 2023 1:31:39 PM PDT","18800587351","Order","113-2196073-3385042","QQ-PCQL-S43B","365Home 2-Pack Hammer Keychain and Axe Keychain, Cool Gifts for Men, Husband, Boyfriend","1","amazon.com","Standard Orders","Amazon","EAST ELMHURST","NY","11370-1117","MarketplaceFacilitator","8.99","0.80","0","0","0","0","0","0","0","0","-0.80","-1.35","-3.09","0","0","4.55"
"Oct 1, 2023 1:39:35 PM PDT","18800587351","Order","111-5778381-3263401","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips","1","amazon.com","Standard Orders","Amazon","LUTZ","FL","33549-5460","MarketplaceFacilitator","8.99","0.63","0","0","0","0","0","0","0","0","-0.63","-1.35","-3.47","0","0","4.17"
"Oct 1, 2023 2:45:31 PM PDT","18800587351","Order","111-4913735-8237067","2pack-chargerprotector-pink&black","365Home 2-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 1","1","amazon.com","Standard Orders","Amazon","BOERNE","TEXAS","78006-2102","MarketplaceFacilitator","8.99","0.74","0","0","0","0","0","0","0","0","-0.74","-1.35","-3.09","0","0","4.55"
"Oct 1, 2023 2:50:18 PM PDT","18800587351","Order","112-4524163-4423447","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, 18W / 20W iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible wit","1","amazon.com","Standard Orders","Amazon","CANTON","MI","48187-2976","MarketplaceFacilitator","9.99","0.60","0","0","0","0","0","0","0","0","-0.60","-1.50","-3.47","0","0","5.02"
"Oct 1, 2023 2:55:43 PM PDT","18800587351","Order","112-2733584-7112216","G8-CO5L-EOL6","365Home Metal Hammer Keychain Hammer Key Ring, Cool Gifts for Men, Husband, Boyfriend (Silver)","1","amazon.com","Standard Orders","Amazon","BARNESVILLE","MN","56514-3500","MarketplaceFacilitator","8.99","0.66","0","0","0","0","0","0","0","0","-0.66","-1.35","-3.09","0","0","4.55"
"Oct 1, 2023 3:00:14 PM PDT","18800587351","Order","114-2161962-9993846","BE-W3LE-59Z4","1TO3GO?Upgrade? Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","2","amazon.com","Standard Orders","Amazon","ESTES PARK","CO","80517-8212","MarketplaceFacilitator","23.98","0.88","0","0","0","0","0","0","0","0","-0.88","-3.60","-8.16","0","0","12.22"
"Oct 1, 2023 3:07:31 PM PDT","18800587351","Order","114-1121277-7460267","OO-7IRG-7LLM","VNFLY 4-Pack Cute Keychain Lovely Animal Characters, Mini Figure Collection Playset, Plant Pot Decoration, Cake Topper Decoration","1","amazon.com","Standard Orders","Amazon","PFLUGERVILLE","TX","78660-4682","MarketplaceFacilitator","9.99","0.82","0","0","0","0","0","0","0","0","-0.82","-1.50","-3.09","0","0","5.40"
"Oct 1, 2023 3:17:34 PM PDT","18800587351","Order","114-6457180-0349064","Sport-bag-2pcs","VNFLY 2-Pack Upgrade Water Bottle Pouch for Stanley, Tumbler Pouch with Pocket for Stanley Fanny Pack 18 to 40 oz, Stanley Cup Pouch with Silicone Spi","1","amazon.com","Standard Orders","Amazon","Albuquerque","NM","87108","MarketplaceFacilitator","14.99","1.14","1.43","0","0","0","0","0","-1.43","0","-1.14","-2.25","0","0","0","12.74"
"Oct 1, 2023 3:19:22 PM PDT","18800587351","Order","113-7606626-0297822","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 C","1","amazon.com","Standard Orders","Amazon","SUFFOLK","VA","23435-3581","MarketplaceFacilitator","9.99","0.60","0","0","0","0","0","0","0","0","-0.60","-1.50","-3.47","0","0","5.02"
"Oct 1, 2023 4:16:15 PM PDT","18800587351","Order","111-9042718-4246611","Template-set3","365Home Bowl Cozy Template 3 Sizes, Bowl Cozy Pattern Template Cutting Ruler Set with 40 Pcs of Sewing Pin and Manual Instruction","1","amazon.com","Standard Orders","Amazon","GRANTS PASS","OR","97526-1944","","11.99","0","0","0","0","0","0","0","0","0","0","-1.80","-3.58","0","0","6.61"
"Oct 1, 2023 4:53:05 PM PDT","18800587351","Order","114-6037443-3377062","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 C","1","amazon.com","Standard Orders","Amazon","NEW YORK","NY","10128-5396","MarketplaceFacilitator","9.99","0.89","0","0","0","0","0","0","0","0","-0.89","-1.50","-3.47","0","0","5.02"
"Oct 1, 2023 5:01:45 PM PDT","18800587351","Order","114-9260445-6497044","Template-set3","365Home Bowl Cozy Template 3 Sizes, Bowl Cozy Pattern Template Cutting Ruler Set with 40 Pcs of Sewing Pin and Manual Instruction","1","amazon.com","Standard Orders","Amazon","JEFFERSON CITY","MO","65109-9116","MarketplaceFacilitator","11.99","0.67","0","0","0","0","0","0","0","0","-0.67","-1.80","-3.58","0","0","6.61"
"Oct 1, 2023 5:23:38 PM PDT","18800587351","Adjustment","114-4747032-9429807","T6-TSEL-DO36","FBA Inventory Reimbursement - Customer Return","1","","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.04","6.04"
"Oct 1, 2023 5:28:52 PM PDT","18800587351","Refund","114-1270400-2377020","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, 18W / 20W iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible wit","1","amazon.com","Standard Orders","Amazon","APPLE VALLEY","MN","55124-6446","MarketplaceFacilitator","-9.99","-0.71","0","0","0","0","0","0","0","0","0.71","1.20","0","0","0","-8.79"
"Oct 1, 2023 5:44:57 PM PDT","18800587351","Order","113-5472323-6699468","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 C","1","amazon.com","Standard Orders","Amazon","WILTON MANORS","FL","33305-2404","MarketplaceFacilitator","9.99","0.70","0.43","0","0","0","0","0","-0.43","0","-0.70","-1.50","-3.47","0","0","5.02"
"Oct 1, 2023 5:59:02 PM PDT","18800587351","Order","111-4900495-1567455","BE-W3LE-59Z4","1TO3GO?Upgrade? Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","1","amazon.com","Standard Orders","Amazon","COLOMA","MI","49038-9338","MarketplaceFacilitator","11.99","0.72","0","0","0","0","0","0","0","0","-0.72","-1.80","-4.08","0","0","6.11"
"Oct 1, 2023 6:06:11 PM PDT","18800587351","Order","111-7380602-5188211","ZW-QWQO-GLBK","365Home Bamboo Silverware Organizer Countertop, Flatware Caddy, Bamboo Utensil Holder for Party, Kitchen Table, Farmhouse","1","amazon.com","Standard Orders","Amazon","SAINT LOUIS","MO","63116-3460","MarketplaceFacilitator","22.49","2.03","0","0","0","0","0","0","0","0","-2.03","-3.37","-6.39","0","0","12.73"
"Oct 1, 2023 6:06:39 PM PDT","18800587351","FBA Customer Return Fee","111-0095008-7413804","X002UDIWO7","FBA Customer Return Per Unit Fee","","Amazon.com","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oct 1, 2023 6:19:52 PM PDT","18800587351","Order","113-5324931-8546618","9B-VS2B-VRE4","1TO3GO Pet Grooming Gloves Pet Hair Remover Cat, Dog Washing Gloves Silicone Heat Resistant Cleaning Gloves with High-Density Teeth Grooming Gloves fo","1","amazon.com","Standard Orders","Amazon","SANFORD","FL","32771-6435","MarketplaceFacilitator","12.99","0.91","0","0","0","0","0","0","0","0","-0.91","-1.95","-4.24","0","0","6.80"
